JSM,ENDERECO,BAIRRO,CEP,TELEFONE,MUNICIPIO_JSM,UF_JSM
"23/147 - SAO JOSE DE PIRANHAS","RUA ANTONIO LACERDA, Nº 177, CEP 58.940-000","CENTRO",,"83 993521680 / 83 98261330","SAO JOSE DE PIRANHAS","PB"
"23/162 - SOUSA","RUA JOSE VIEIRA DE FIGUEIREDO, 84, RUA DO MARIZÃO, CEP 58800-000","AREIAS",,"83 999193024","SOUSA","PB"
"23/168 - TRIUNFO","RUA HILTON MUNIZ DE BRITO, 267","CENTRO",,"83 998092761","TRIUNFO","PB"
"23/175 - SAO BENTINHO","RUA: ERNANE ROQUE DE ARRUDA,  S/N, CEP 58.857-000","CENTRO",,"83 998392934","SAO BENTINHO","PB"
"23/176 - SAO DOMINGOS DE POMBAL",".RUA VALMIRO JOSE DE ASSIS  S/N ( MERCADO PUBLICO), CEP 58.853-000",".CENTRO",,"83-998774069","SAO DOMINGOS","PB"
"23/177 - CAJAZEIRINHA","RUA ADMILSON LEITE DE ALMEIDA, 80, CEP 58.855-000","CENTRO",,"(83) 34371048","CAJAZEIRINHAS","PB"
"27/58 - LIMA CAMPOS","PÇ DUQUE DE CAXIAS, S/N -  CENTRO ADMINISTRATIVO","CENTRO",,"99 981571260","LIMA CAMPOS","MA"
"27/56 - LAGO DO JUNCO","AV CEL HOSANO GOMES FERREIRA,S/N","CENTRO",,"99 984165061","LAGO DO JUNCO","MA"
"27/69 - NINA RODRIGUES","RUA DO SOL, S/N","CENTRO",,"98 992153365","NINA RODRIGUES","MA"
"27/71 - OLHO DAGUA DAS CUNHAS","RUA JOAO PESSOAS, S/Nº","CENTRO","65706000","98 982812222","OLHO D'AGUA DAS CUNHAS","MA"
"27/79 - PEDREIRAS","RUA DA PRAINHA, S/NR - TIRO-DE-GUERRA","PRAINHA",,"(99) 98234-2932","PEDREIRAS","MA"
"27/86 - POCAO DE PEDRAS","TRAV SÃO DOMINGOS, S/N","CENTRO","65740000","988534406","POCAO DE PEDRAS","MA"
"27/156 - GOV NEWTON BELLO","AVENIDA NEZINHO BRANDAO, S/N","CENTRO",,"36561065","GOVERNADOR NEWTON BELLO","MA"
"27/2 - ALCANTARA","MA 106, S/N, CLA, ALCANTARA","KM 02","65250000","933119906 / 91272157","ALCANTARA","MA"
"27/16 - BARREIRINHAS","AV. BRASILIA,  S/Nº,CRUZEIRO","CENTRO",,"991196776","BARREIRINHAS","MA"
"27/18 - BEQUIMAO","RUA CAPITÃO JOSÉ CASTRO S/Nº","CENTRO","65248000","81560467","BEQUIMAO","MA"
"27/23 - CAJAPIO","RUA MANOEL MENDONÇA, Nº 189 -","PREFEITURA - CENTRO","65500000","(98) 987230916","CAJAPIO","MA"
"27/41 - GODOFREDO VIANA","AV. JOÃO JORGE FILHO, Nº 84","PREFEITURA - CENTRO","65285000","33951050","GODOFREDO VIANA","MA"
"27/47 - GUIMARAES","RUA EMILIO HABIB S/Nº - CASA DO CIDADÃO","CENTRO",,"984262514","GUIMARAES","MA"
"27/65 - MIRINZAL","AV PEDRO ALMEIDA JUNIOR, 466","CENTRO","65265000","988770641","MIRINZAL","MA"
"27/73 - PALMEIRANDIA","TRAVESSA MANOEL A. MELO, S/NR","PREFEITURA - CENTRO",,"98 981326715","PALMEIRANDIA","MA"
"27/81 - PERI MIRIM",".Praca Sao Sebastiao , 76",".Centro","65245000","(98)981814451","PERI MIRIM","MA"
"27/91 - PRIMEIRA CRUZ","PRAÇA DA MATRIZ ¿ S/N","CENTRO","65190000","33681310 / 987295383","PRIMEIRA CRUZ","MA"
"27/94 - ROSARIO","RUA URBANO SANTOS, 970","CENTRO","65150100","98991498005","ROSARIO","MA"
"17/12 - VERA CRUZ","RUA SÃO BENTO, S/NR","CENTRO -",,"36333356","VERA CRUZ","BA"
"17/3 - CAMACARI","AV RADIAL, ""C"" , 21,  ANEXO AO TG 06-026","BOMBA",,"71-3621-4682","CAMACARI","BA"
"17/47 - SERRINHA","RUA CAMPOS FILHO, S/N","CENTRO","48700000","75991227736","SERRINHA","BA"
"17/61 - RIBEIRA DO AMPARO","RUA CEL JOSE DOMINGOS DA SILVA NETO, 131","CENTRO","48440000","75999449138","RIBEIRA DO AMPARO","BA"
"17/105 - CRUZ DAS ALMAS","RUA HENRIQUE JOSE DE ANDRADE, Nº 132","ANEXO AO TIRO DE GUERRA",,"36211385","CRUZ DAS ALMAS","BA"
"29/41 - PARINTINS","PRAÇA TSUKASA UYETSUKA, 832","CENTRO",,"35331436","PARINTINS","AM"
"11/145 - LASSANCE","RUA NOSSA SENHORA DO CARMO, 896","CENTRO","39250000","37591267","LASSANCE","MG"
"17/42 - SANTO AMARO","AV PRESIDENTE VARGAS, 48","CENTRO","44200000","7532418450","SANTO AMARO","BA"
"27/98 - SANTA LUZIA","AV GOVERNADOR NEWTOM BELLO, 1085","CENTRO",,"(98)982846489","SANTA LUZIA","MA"
"11/146 - LEANDRO FERREIRA","Praça Bom Despacho, 50","Centro",,"32771331 e 988241878","LEANDRO FERREIRA","MG"
"25/15 - ARNEIROZ","RUA JOAQUIM DE MORAIS FEITOSA, 45","CENTRO","63670000","99453510","ARNEIROZ","CE"
"25/3 - ACOPIARA","RUA AFONSO PENA, 352","CENTRO","63560000","35651571","ACOPIARA","CE"
"25/4 - AIUABA","RUA NICEIAS ARRAES, 128","CENTRO - PREFEITURA","63575000","88-96484665","AIUABA","CE"
"25/18 - BAIXIO","RUA  CEL. FANCISCO LUIZ S/N","CENTRO","63320000","88740760","BAIXIO","CE"
"25/77 - MARANGUAPE","PRAÇA CAPISTRANO DE ABREU, S/N","CENTRO, MARANGUAPE-CE",,"(85)98669-9033","MARANGUAPE","CE"
"25/148 - MARACANAU","RUA JOÃO DE ALENCAR, 26","CENTRO",,"85 986804274 / 34018032","MARACANAU","CE"
"25/22 - BEBERIBE","RUA MARIA CALADO, S/N","CENTRO, BEBERIBE-CE",,"33381850 ou 997351718","BEBERIBE","CE"
"25/28 - CANINDE","RUA SITONIO MONTEIRO, 999, Próximo à Praça do CSU","CENTRO, CANINDÉ-CE",,"(85) 986334418","CANINDE","CE"
"25/30 - CARIDADE","LARGO SANTO ANTONIO, S/N, próximo à Macavi","CENTRO, CARIDADE-CE",,"(88) 33241228","CARIDADE","CE"
"25/35 - CASCAVEL","PRAÇA HORÁCIO BESSA, 2169","CENTRO, CASCAVEL-CE",,"33342833, 985248388","CASCAVEL","CE"
"25/96 - PACAJUS","AV LUCIO JOSÉ DE MENEZES, 1254","CROATÁ , PACAJÚS - CE",,"991631969, 99779542","PACAJUS","CE"
"25/97 - PACATUBA","RUA MAJOR CICERO FRANKLIN Nº 1798   ","CENTRO, PACATUBA-CE",,"33451258","PACATUBA","CE"
"25/165 - HORIZONTE","AV PRESIDENTE CASTELO BRANCO, 5180","CENTRO, HORIZONTE-CE","62880000","33366019","HORIZONTE","CE"
"25/166 - GUAIUBA","RUA JOSÉ IVANILDO NOCRATO, Nº 96","CENTRO, GUAIÚBA-CE",,"(85) 985499535","GUAIUBA","CE"
"25/186 - ITAITINGA","RUA JOSMO GURGEL, 1136","CENTRO, ITAITINGA-CE",,"33771412,87664760,88533596","ITAITINGA","CE"
"25/33 - CARIUS","PRAÇA DA REPUBLICA, S/N - NUCLEO DE APOIO A CIDADANIA","CENTRO","63530000","97144376","CARIUS","CE"
"25/36 - CATARINA","RUA FURTUOSO RODRIGUES PEREIRA, S/N","CENTRO","63595000","88312068","CATARINA","CE"
"25/38 - CEDRO","RUA DEPUTADO LIBERATO MOACIR DE AGUIAR, Nº 120    (PREFEITURA)","CENTRO",,"99038398","CEDRO","CE"
"25/55 - IGUATU","RUA DEOCLECIANO BEZERRA - 778 / 1º PISO (ALTOS BANCO DO BRASIL)","CENTRO","63500119","88-9-9957-0778","IGUATU","CE"
"25/54 - ICO","RUA DR. INACIO DIAS-S/N- PRÉDIO DA CAMARA  ANTIGA CADEIA","CENTRO- ICÓ-CE","63430000","94433489","ICO","CE"
"25/57 - IPAUMIRIM","RUA MICENO ALEXANDRE, 165","CENTRO","63340000","(88)996104615","IPAUMIRIM","CE"
"25/74 - JUCAS","RUA CEL. LUIZ DUARTE, S/N - PREDIO DA AÇÃO SOCIAL","CENTRO","63580000","99961614","JUCAS","CE"
"25/75 - LAVRAS DA MANGABEIRA","RUA ALDA FERRER AUGUSTO DUTRA, 31  (PREFEITURA)","CENTRO","63300000","35361608","LAVRAS DA MANGABEIRA","CE"
"25/109 - PIQUET CARNEIRO","RUA CICERO ALENCAR, 101","CENTRO","63605000","88452191","PIQUET CARNEIRO","CE"
"17/102 - SENHOR DO BONFIM","AV. DOIS DE JULHO Nº  488 - PRÉDIO DO ANTIGO TIRO-DE-GUERRA","CENTRO",,"74 3541-8311 991202547","SENHOR DO BONFIM","BA"
"17/53 - ITIUBA","AVENIDA GETULIO VARGAS Nº  255- PREDIO DA PREFEITURA","CENTRO",,"74 3546-1144 99142-8218","ITIUBA","BA"
"17/88 - ANTONIO GONCALVES","PRAÇA EDUARDO PINTO GUIRRA S/NR - PREFEITURA MUNICIPAL","CENTRO",,"(74) 91028036 - 3547-2580","ANTONIO GONCALVES","BA"
"17/96 - JAGUARARI","PRAÇA ALFREDO VIANA S/NR","CENTRO",,"74999240131","JAGUARARI","BA"
"17/157 - CAMPO ALEGRE DE LOURDES","AVENIDA SETE DE SETEMBRO,S/N","CENTRO",,"74999760433","CAMPO ALEGRE DE LOURDES","BA"
"17/169 - REMANSO","PRAÇA DOS TRÊS PODERES Nº 104- PREDIO DA PREFEITURA","CENTRO",,"(74) 3535-1101","REMANSO","BA"
"17/171 - SENTO SE","RUA TENENTE NELSON CARVALHO DA ROCHA S/Nº  - DEL POLICIA CIVIL","CENTRO",,"74991373836","SENTO SE","BA"
"17/213 - NORDESTINA","RUA DEPUTADO AROLDO CEDRAZ DE OLIVEIRA. 005","CENTRO","4887000","75992021535","NORDESTINA","BA"
"17/238 - ANDORINHA","RUA ANTONIO GALDINO Nº  24","CENTRO","48990000","(74)991540705","ANDORINHA","BA"
"25/24 - BOA VIAGEM","RUA ANTONIO QUEIROZ,237 - (CREAS) JUNTA DE SERVIÇO MILITAR. -024","CENTRO",,"(88)9924-8632 ou (88)988130574","BOA VIAGEM","CE"
"11/320 - MAMONAS","RUA ALCEBIADES RIBEIRO DOS SANTOS, 494","SANTANA",,"celular 38991196610","MAMONAS","MG"
"25/66 - ITATIRA","AV TRAJANO HONORATO Nº 1054","LAGOA DO MATO/ITATIRA",,"(88) 981030971","ITATIRA","CE"
"5/12 - BARRETOS","AVENIDA 21 Nº 1311 ESQ. RUA 34","CENTRO",,"17-33243433","BARRETOS","SP"
"5/145 - FERNANDOPOLIS","RUA PROGRESSO, 413","JARDIM PAULISTA","15600000","(17) 3442-2317","FERNANDOPOLIS","SP"
"5/43 - GUARA","RUA BARAO DO RIO BRANCO, 643","CENTRO","14580-00","38319859","GUARA","SP"
"5/58 - ITUVERAVA","RUA VOLUNTARIOS DE ITUVERAVA, 29","CENTRO","14500000","(16) 3729 -6994","ITUVERAVA","SP"
"5/116 - SAO JOAQUIM DA BARRA","RUA. SÃO PAULO,2125","CENTRO","14600000","38182344","SAO JOAQUIM DA BARRA","SP"
"17/79 - NAZARE","PRACA  ENGENHEIRO NARCISO PITANGA ,S/N°","CENTRO","44400000","7536361224","NAZARE","BA"
"17/134 - ANDARAI","PRAÇA AURELIANO GODIN S/N","CENTRO","46830000","33352082/75981288504","ANDARAI","BA"
"17/136 - BONINAL","RUA JOSE DE SOUZA GUEDES, 218","CENTRO","46740000","(75)991188805","BONINAL","BA"
"17/140 - IBIQUERA","PÇA SÃO JOSÉ, S/N - PREFEITURA MUNICIPAL","CENTRO","46840000","75 3328-2064","IBIQUERA","BA"
"17/114 - FEIRA DE SANTANA","RUA DOMINGOS BARBOSA DE ARAUJO, 198","KALILÂNDIA",,"75 3623-8885 ","FEIRA DE SANTANA","BA"
"17/6 - ITAPARICA","AVENIDA SANTO ANTONIO DOS NAVEGANTES","ALTO DE SANTO ANTONIO",,"36311840","ITAPARICA","BA"
"17/143 - ITAETE","TRAVESSA ARTUR PINTO, Nº 99 - SALA DA J SERVIÇO MILITAR","CENTRO","46790000","75 33202121 / 75 9 9220 4684","ITAETE","BA"
"17/147 - MUCUGE","PRAÇA CORONEL PROPERCIO, Nº 88, SOBRADO,NA SEC EDUCAÇÃO","CIDADE HISTORICA",,"75 98274-8207 ","MUCUGE","BA"
"17/148 - PALMEIRAS","RUA CARLOS TORRES, S/Nº - CENTRO ADMINISTRATIVO","CENTRO",,"75-3332-2211 (75-991481101)","PALMEIRAS","BA"
"17/151 - SEABRA","PRAÇA BENJAMIM CONSTANT, Nº 168 - 1º ANDAR","CENTRO","46900000","75 3331 -1421 99966-1019","SEABRA","BA"
"17/153 - UTINGA","RUA JULIO ANTONIO NETO, S/N","CENTRO","46810000","75 33371024 98702-8525","UTINGA","BA"
"17/154 - WAGNER","RUA DALILA COSTA, S/N - PREFEITURA MUNICIPAL","CENTRO","46970000","75 3336-2264 98863-1113","WAGNER","BA"
"17/179 - BROTAS DE MACAUBAS","RUA CORONEL JOSÉ CAMPOS, 130","CENTRO",,"77 99100-1723","BROTAS DE MACAUBAS","BA"
"17/188 - IPUPIARA","PRAÇA SANTOS DUMONT, Nº 101 - PREFEITURA MUNICIPAL","CENTRO",,"77 36461067 99188-3761","IPUPIARA","BA"
"17/190 - MORPARA","RUA RUY BARBOSA Nº 637 - COMPLEXO POLICIAL","CENTRO","47580000","77 3663-2155 998589844","MORPARA","BA"
"17/191 - OLIVEIRA DOS BREJINHOS","PRAÇA JOÃO NERY DE SANTANA, Nº 197 - PREFEITURA MUNICIPAL","CENTRO",,"77 36422157 99999-9595 ","OLIVEIRA DOS BREJINHOS","BA"
"17/224 - NOVO HORIZONTE","AV HERMÍNIO JOSÉ DOS SANTOS, 184 - PREFEITURA MUNICIPAL","CENTRO","46730000","77 3648-1060 99144-2141","NOVO HORIZONTE","BA"
"17/236 - BONITO","PRACA BENEDITO MINA","CENTRO","46820000","75 33432161 99947-1430","BONITO","BA"
"17/237 - NOVA REDENCAO","AVENIDA MANOEL BARBOSA, S/Nº - DELEGACIA DE POLÍCIA","CENTRO",,"75-33452155-992431025","NOVA REDENCAO","BA"
"17/248 - IBIPITANGA","AVENIDA CLÉRISTON ANDRADE, Nº 815 - PREFEITURA MUNICIPAL","CENTRO","46540000","77 3674-2202 99136-3510 ","IBIPITANGA","BA"
"17/4 - CATU","PRAÇA LOURENÇO OLIVEIRA S/Nº","CENTRO",,"71.999718925","CATU","BA"
"17/22 - ACAJUTIBA","PRAÇA DOUTOR AQUINOEL BORGES, S/N, (ANTIGA ESTAÇÃO FERROVIÁRIA).","CENTRO",,"(75) 34342021","ACAJUTIBA","BA"
"17/25 - APORA","PRAÇA CORONEL FRANCELINO, Nº 9","CENTRO",,"0750998780495","APORA","BA"
"17/27 - CARDEAL DA SILVA","PRAÇA DIVINA PASTORA, S/Nº","CENTRO",,"34562108/759709-2083","CARDEAL DA SILVA","BA"
"17/28 - CONDE","RUA 15 DE NOVEMBRO S/N","CENTRO",,"75999757173","CONDE","BA"
"17/29 - CIPO","PRAÇA JURACY MAGALHÃES, S/Nº (NO PRÉDIO DA PREFEITURA)","CENTRO",,"34351023","CIPO","BA"
"17/26 - ARAMARI","RUA JOVINO CUNHA- SN","CENTRO",,"75-34321159","ARAMARI","BA"
"17/33 - ESPLANADA","PRAÇA NOSSA SENHORA DA POMPÉIA, S/N","CENTRO",,"7534137500","ESPLANADA","BA"
"17/34 - ITAPICURU","PRACA DA BANDEIRA  Nº 58 -","CENTRO","48475000","71997090023","ITAPICURU","BA"
"17/35 - INHAMBUPE","PRAÇA DA BANDEIRA  Nº 74","CENTRO","48490000","34312108","INHAMBUPE","BA"
"17/37 - JANDAIRA","PRACA HORACIO FARIAS, Nº 300","CENTRO","48310000","34452125","JANDAIRA","BA"
"17/38 - OURICANGAS","PRAÇA SANTO ANTONIO S/N","CENTRO",,"75- 3447-2158","OURICANGAS","BA"
"17/39 - PEDRAO","RUA RENATO VALVERDE, 39","CENTRO",,"34282262","PEDRAO","BA"
"17/40 - RIO REAL","PRAÇA SENADOR ACM","CENTRO",,"75999930293","RIO REAL","BA"
"17/45 - TEODORO SAMPAIO","RUA DOUTOR OTÁVIO DE ARAÚJO, Nº 49","CENTRO","44280000","75 32372539","TEODORO SAMPAIO","BA"
"17/56 - NOVA SOURE","RUA NATUBA, S/Nº","CENTRO",,"(75)3437-2108 / 2141 ramal 202","NOVA SOURE","BA"
"17/57 - OLINDINA","PRAÇA ANTÔNIO BORGES DE SANTANA S/N","CENTRO","48470000","34361181","OLINDINA","BA"
"17/65 - SATIRO DIAS","RUA DR BATISTA CHAVIER Nº 131","CENTRO","48485000","75991843143","SATIRO DIAS","BA"
"17/225 - ARACAS","CASA","CENTRO",,"75 34512452","ARACAS","BA"
"17/10 - SAO SEBASTIAO DO PASSE","RUA MARIA DA PAZ, Nº 126","CENTRO","43850000","71997404358","SAO SEBASTIAO DO PASSE","BA"
"17/13 - CACHOEIRA","PRAÇA DA ACLAMAÇÃO, Nº 01","CENTRO","44300000","34251390","CACHOEIRA","BA"
"17/16 - GOVERNADOR MANGABEIRA","RUA WILSON FALCÃO, Nº 53","CENTRO",,"(75) 99226-9186","GOVERNADOR MANGABEIRA","BA"
"17/18 - MURITIBA","RUA:JOÃO CÂNCIO RIBEIRO - NA ANTIGA SEDE DO TIRO DE GUERRA","CENTRO",,"34244000/4001","MURITIBA","BA"
"17/46 - TERRA NOVA","BA 515, KM 11 - VIZINHO AO ESTADIO DE FUTEBOL-CESTEN","CAIPE",,"(75)3238-9076 99919-8594","TERRA NOVA","BA"
"17/20 - SAO GONCALO DOS CAMPOS","AVENIDA ANÍBAL PEDREIRA, Nº 02","CENTRO",,"75 32461306 98121-5216","SAO GONCALO DOS CAMPOS","BA"
"17/119 - CONCEICAO DO JACUIPE","RUA 2 DE JULHO, NR 1","CENTRO","44245000","75 3243-2162 99214-5608","CONCEICAO DO JACUIPE","BA"
"17/223 - MADRE DE DEUS","RUA FRANCISCO LEITÃO, S/N (SINE)","CENTRO",,"71.3604.5047","MADRE DE DEUS","BA"
"17/234 - CABACEIRAS DO PARAGUACU",".RUA NAVIO NEGREIRO S/N",".CENTRO",,"36811061","CABACEIRAS DO PARAGUACU","BA"
"17/48 - ARACI","PRAÇA  NOSSA SENHORA  DA CONCEIÇÃO, Nº 220","CENTRO","48760000","75 99182-8754","ARACI","BA"
"17/49 - BIRITINGA","PRAÇA MUNICIPAL, S/N","CENTRO","48780000","3267-2536 - 2136","BIRITINGA","BA"
"17/50 - CONCEICAO DO COITE","R. THEÓGNES ANTONIO CALIXTO, 58 - GRAVATÁ","VILA TOIDE TERMINAL RODOVIÁRIO","48730000","75 3262-1674","CONCEICAO DO COITE","BA"
"17/52 - EUCLIDES DA CUNHA","RUA ISAIAS FERREIRA CANARIO, 272","CENTRO",,"75 3271- 4216","EUCLIDES DA CUNHA","BA"
"17/54 - LAMARAO","RUA DO  CASEBRE,S/N","CENTRO","48720000","75 3688-2126","LAMARAO","BA"
"17/59 - QUEIMADAS","RUA JOÃO MAURICIO DE ANDRADE","CENTRO","48860000","75 3644-1906 75 99994-9708","QUEIMADAS","BA"
"17/63 - RETIROLANDIA","RUA ARGEMIRO EVARISTO DA COSTA, Nº 177","CENTRO","48750000","75 3202-1176","RETIROLANDIA","BA"
"17/64 - SANTALUZ","PRAÇA CORONEL JOSÉ LEITÃO, Nº 5","CENTRO",,"75 3265-2663","SANTALUZ","BA"
"17/67 - TUCANO","RUA SÃO FÉLIX, S/Nº","CENTRO","48790000","75 99154-7137","TUCANO","BA"
"17/68 - VALENTE","PRAÇA GETÚLIO VARGAS, Nº 234 - SAC MUNICIPAL","CENTRO","48890000","75 3263-2221","VALENTE","BA"
"17/118 - CANDEAL","RUA ANDRE NEGREIRO","CENTRO","4871000","7532352101","CANDEAL","BA"
"17/121 - ICHU","AVENIDA ROQUE FERREIRA DA SILVA, Nº 43","CENTRO",,"75 981983776","ICHU","BA"
"17/127 - RIACHAO DO JACUIPE","R. DR. ÁLVARO COVA, 187","CENTRO","48640000","75 3264-2646 98227-4641","RIACHAO DO JACUIPE","BA"
"17/201 - CAPELA DO ALTO ALEGRE","R. VASCO FILHO, S/N","CENTRO","44645000","75 3690-2221 98149-7990","CAPELA DO ALTO ALEGRE","BA"
"17/227 - NOVA FATIMA","PRAÇA ELIEL MARTINS, S/Nº, PREFEITURA MUNICIPAL","CENTRO","44642000","75 3234-1092 ","NOVA FATIMA","BA"
"17/228 - SAO DOMINGOS","PRAÇA IZAQUE PINHEIRO,  Nº 110","CENTRO","48895000","75 3695-2900","SAO DOMINGOS","BA"
"17/73 - JAGUARIPE","AVENIDA RENOVAÇÃO, Nº 1","CENTRO","44480000","36422112","JAGUARIPE","BA"
"17/74 - JIQUIRICA","AV PRESIDENTE VARGAS ","CENTRO",,"75988005571","JIQUIRICA","BA"
"17/77 - MUTUIPE","PRAÇA OTÁVIO MANGABEIRA, S/Nº","CENTRO",,"35352133","MUTUIPE","BA"
"17/81 - SAO MIGUEL DAS MATAS","RUA CONEGO POMPILIO","CENTRO",,"75988229598","SAO MIGUEL DAS MATAS","BA"
"17/83 - TAPEROA","RUA FRANCISCO ARAUJO JÚNIOR, S/N","SÃO FELIPE",,"75998447012","TAPEROA","BA"
"17/84 - UBAIRA","RUA DR JOSE GONÇALVES","AREIA DE CIMA",,"35442034 - 75/99942-0161","UBAIRA","BA"
"17/85 - VALENCA","RUA COMENDADOR MADUREIRA, 88","CENTRO",,"36418311","VALENCA","BA"
"17/108 - DOM MACEDO COSTA","RUA MANOEL VITORINO","CENTRO","44560000","36482127","DOM MACEDO COSTA","BA"
"17/111 - SANTA TERESINHA","PÇA APIO MEDRADO, S/N","CENTRO",,"(075)999813616","SANTA TERESINHA","BA"
"17/113 - SAO FELIPE","PRAÇA CÔNEGO JOSÉ LOURENÇO, NR 42","CENTRO",,"36282021","SAO FELIPE","BA"
"17/229 - PRESIDENTE TANCREDO NEVES","AVENIDA BRASIL P DA PREFEITURA VELHA  N /148","CENTRO",,"073  35401431","PRESIDENTE TANCREDO NEVES","BA"
"25/171 - ERERE","AV. PADRE XAVIER DE MORAES, S/Nº, PREFEITURA MUNICIPAL","CENTRO",,"88997323154","ERERE","CE"
"25/188 - FORTIM","RUA JOSÉ PORFÍRIO N°35","CENTRO","62815000","88/997964168","FORTIM","CE"
"25/60 - IRACEMA","RUA DELTA HOLANDA Nº 19","CENTRO",,"8834281462","IRACEMA","CE"
"25/62 - ITAICABA","RUA CORONEL JOÃO CORREIA NR 444.","CENTRO",,"88 3410-1112","ITAICABA","CE"
"25/67 - JAGUARETAMA","RUA: TEÓFILO PEIXOTO Nº 520 - ASSISTÊNCIA SOCIAL","CENTRO",,"88-35761479 / 981726472","JAGUARETAMA","CE"
"25/68 - JAGUARIBARA","RUA PAULA CLOTILDE, 369, CASA DO CIDADÃO","CENTRO",,"(88)998031718","JAGUARIBARA","CE"
"25/70 - JAGUARUANA","AV. SIMÃO GOES, 960, CASA DO CIDADÃO","CENTRO",,"88 99857 1629","JAGUARUANA","CE"
"25/76 - LIMOEIRO DO NORTE","RUA CEL ANTONIO JOAQUIM, 1564","CENTRO","62930000","(88)999249626","LIMOEIRO DO NORTE","CE"
"25/88 - MORADA NOVA","AV. MANOEL DE CASTRO, 301 - CASA DO CIDADÃO","CENTRO","62940000","34222818","MORADA NOVA","CE"
"25/100 - PALHANO",". RUA DO CRUZEIRO,S/N, PREDIO DO CEMUFE",".CENTRO","62910000","088994072091","PALHANO","CE"
"25/108 - PEREIRO","RUA DR. ANTÔNIO AUGUSTO VASCONCELOS, 227 - PREFEITURA MUNICIPAL","CENTRO",,"35271260","PEREIRO","CE"
"25/115 - QUIXERE","RUA: PADRE ZACARIAS,332","CENTRO","62920000","97421138 / 92050201","QUIXERE","CE"
"25/118 - RUSSAS","AV. CEL ARAÚJO LIMA, S/N - CASA DO CIDADÃO","CENTRO","62900000","88 / 34112522","RUSSAS","CE"
"25/125 - SAO JOAO DO JAGUARIBE","RUA ISABEL SINENA, S/N - NÚCLEO DE APOIO AO CIDADÃO","CENTRO","62965000","8899446709","SAO JOAO DO JAGUARIBE","CE"
"25/131 - TABULEIRO DO NORTE","RUA PADRE CLICÉRIO, 4605 - PREFEITURA MUNICIPAL","SÃO FRANCISCO",,"88 / 34243100","TABULEIRO DO NORTE","CE"
"25/7 - ALTO SANTO","AVENIDA DR.EDSON GUERRA - CENTRO MARIA CÂNDIDO DE ANDRADE - ALTO SANTO","CENTRO",,,"ALTO SANTO","CE"
"13/176 - SAO ROQUE DE MINAS","PRAÇA  ALIBENIDES  DA COSTA FARIA Nº 10","CENTRO","37928000","34331806","SAO ROQUE DE MINAS","MG"
"17/69 - SANTO ANTONIO DE JESUS","RUA RENATO ALMEIDA, 38 - 2 ANDAR PREDIO DO SINDICATO RURAL","CENTRO","44571000","36324385","SANTO ANTONIO DE JESUS","BA"
"5/27 - CATANDUVA","RUA RECIFE 880","CENTRO",,"(17) 35225272","CATANDUVA","SP"
"5/96 - PORTO FERREIRA","RUA JOAO MIRANDA SALGUEIRO, 200","CENTRO","13660000","(19) 3585-6375","PORTO FERREIRA","SP"
"5/40 - FRANCA","RUA  FREDERICO MOURA 1516","CIDADE NOVA","14401150","37239333","FRANCA","SP"
"5/148 - JALES","RUA DEZENOVE, NR 2067","CENTRO","15700044","36327322","JALES","SP"
"5/41 - GUAIRA","RUA 8 COM AV 5 Nº 221","CENTRO","14790000","3331-5865","GUAIRA","SP"
"5/60 - JABOTICABAL","RUA VINTE E QUATRO DE MAIO","CENTRO",,"32022373","JABOTICABAL","SP"
"5/115 - SAO CARLOS","RUA TREZE DE MAIO, 2171","CENTRO","13560647","34191315","SAO CARLOS","SP"
"5/13 - BARRINHA","AVENIDA DR GUMERCINDO VELLUDO, 700","CENTRO","14860000","3943-9400 RAMAL 210","BARRINHA","SP"
"5/24 - CANDIDO RODRIGUES","RUA SAP PAULO 321","CENTRO","15930000","32571133","CANDIDO RODRIGUES","SP"
"5/92 - PIRANGI","AV DA SAUDADE 988","CENTRO","15820000","33861710","PIRANGI","SP"
"5/35 - DOBRADA","PRAÇA DR CARLOS PINTO ALVES 145","CENTRO",,"16 3386 9000","DOBRADA","SP"
"5/39 - FERNANDO PRESTES","RUA SAO PAULO 57","CENTRO","15940000","32584000","FERNANDO PRESTES","SP"
"5/45 - GUARIBA","Praça Silvio Vaz de Arruda","CENTRO",,"32515880","GUARIBA","SP"
"5/72 - MONTE ALTO","RUA DR RAUL DA ROCHA MEDEIROS NR 1565","CENTRO","15910000","32432010","MONTE ALTO","SP"
"5/94 - PITANGUEIRAS","PRAÇA BAHIA S/N - TERMINAL RODOVIARIO","TERMINAL RODOVIARIO","14750000","16 39522409","PITANGUEIRAS","SP"
"5/98 - PRADOPOLIS","RUA PRIMEIRO DE JANEIRO,  321","CENTRO","1485000","1639811940","PRADOPOLIS","SP"
"5/109 - SANTA ERNESTINA","RUA DOS PETINATI 330","CENTRO","15970000","32561298 / 99299-3949 ZAP","SANTA ERNESTINA","SP"
"5/233 - APARECIDA DOESTE","PRACA ADEMIR DE OLIVEIRA, Nº 10","CENTRO","15735000","17-36351757","APARECIDA D'OESTE","SP"
"25/87 - MONSENHOR TABOSA","RUA SANTO ANTÔNIO, S/Nº","CENTRO",,"(88) 9 9714-3014","MONSENHOR TABOSA","CE"
"5/241 - SUZANAPOLIS","AV 1º DE MAIO, Nº 456","CENTRO",,"37069000","SUZANAPOLIS","SP"
